timestamp,run_id,client_id,client_round,train-loss,train-accuracy,val-loss,val-accuracy,local-test-loss,local-test-accuracy,ga_best_fitness,batch_size,optimizer,lr,weight_decay,momentum,num-examples,ga_ran,ga_time_s,local_train_time_s,total_visit_time_s
2026-05-20T23:28:15,20260520_232738,2,1,2.124561339908955,0.564127889961955,1.3596468710759928,0.6654970760233918,2.9286681575775146,0.342,0.0,64,radam,0.0005,0.0,0.9,3417,0,0.0,7.459,8.42
2026-05-20T23:28:17,20260520_232738,0,1,1.7452601796320066,0.6429277498202732,0.9848868602647103,0.7469446441409058,3.1052372856140136,0.448,0.0,64,radam,0.0005,0.0,0.9,5564,0,0.0,9.88,10.923
2026-05-20T23:28:24,20260520_232738,4,1,1.849829324235806,0.6372058216350124,0.98829712176697,0.7720891824938068,3.0097017211914063,0.44,0.0,64,radam,0.0005,0.0,0.9,4844,0,0.0,8.443,9.197
2026-05-20T23:28:25,20260520_232738,7,1,1.885085214558874,0.6206495749202976,1.0683593743665818,0.7385759829968119,3.535381265640259,0.322,0.0,64,radam,0.0005,0.0,0.9,3764,0,0.0,6.967,7.693
2026-05-20T23:28:34,20260520_232738,9,1,1.4318620897780836,0.7247385620915032,0.7106966731813773,0.8222686879247255,2.5819317436218263,0.48,0.0,64,radam,0.0005,0.0,0.9,7650,0,0.0,8.019,8.77
2026-05-20T23:28:42,20260520_232738,2,1,1.2592953917337921,0.6882499268364062,1.1642377946809022,0.6947368421052632,2.281079885482788,0.419,0.0,128,sgd,0.0005,0.0001,0.95,3417,0,0.0,4.249,4.961
2026-05-20T23:28:43,20260520_232738,3,1,1.0399623011181651,0.7545960328979197,0.9247390021438525,0.7620889748549323,2.4161590023040773,0.415,0.0,128,sgd,0.0005,0.0001,0.95,4134,0,0.0,4.844,5.576
2026-05-20T23:28:49,20260520_232738,7,1,1.0704787482411524,0.7380114240170031,0.9150780885303185,0.769394261424017,2.6042082862854006,0.38,0.0,128,sgd,0.0005,0.0001,0.95,3764,0,0.0,4.704,5.411
2026-05-20T23:28:49,20260520_232738,5,1,1.0262138692825935,0.7444778094462541,0.8548088584350064,0.7825732899022801,2.413132553100586,0.45,0.0,128,sgd,0.0005,0.0001,0.95,4912,0,0.0,5.409,6.142
2026-05-20T23:28:54,20260520_232738,8,1,1.1001759942871994,0.7294595249636452,0.9308417213055514,0.7538759689922481,1.9027737979888917,0.569,0.0,128,sgd,0.0005,0.0001,0.95,4126,0,0.0,3.874,4.628
2026-05-20T23:29:04,20260520_232738,3,1,0.7456129056189333,0.8167936623125303,0.7073386109774532,0.8085106382978723,1.9518331260681152,0.492,0.0,128,sgd,0.001,0.001,0.95,4134,0,0.0,5.307,6.043
2026-05-20T23:29:04,20260520_232738,6,1,0.8572811673317,0.7775992990654206,0.6913884539470494,0.8158878504672897,1.789313232421875,0.522,0.0,128,sgd,0.001,0.001,0.95,4280,0,0.0,5.317,6.055
2026-05-20T23:29:09,20260520_232738,7,2,0.8013272590848135,0.7965927205100957,0.7269720017719978,0.8150903294367694,2.141484052658081,0.486,0.0,128,sgd,0.001,0.001,0.95,3764,0,0.0,4.61,5.31
2026-05-20T23:29:10,20260520_232738,8,2,0.8567919676064347,0.7781749878817257,0.760866545891577,0.7781007751937985,1.5999829816818236,0.618,0.0,128,sgd,0.001,0.001,0.95,4126,0,0.0,4.895,5.733
2026-05-20T23:29:16,20260520_232738,9,1,0.6479672256297145,0.8295588235294118,0.5532320017161572,0.8468374281233665,1.6696207046508789,0.569,0.0,128,sgd,0.001,0.001,0.95,7650,0,0.0,6.182,6.957
2026-05-20T23:29:26,20260520_232738,2,2,13.482998569161005,0.605940883816213,0.9771244151550427,0.7415204678362574,2.2170745487213135,0.422,0.0,128,adam,0.01,0.0,0.5,3417,0,0.0,4.617,5.316
2026-05-20T23:29:28,20260520_232738,0,1,9.948040036119034,0.6465222861250899,0.8144411413383347,0.7872034507548527,2.3724061908721925,0.515,0.0,128,adam,0.01,0.0,0.5,5564,0,0.0,6.349,7.158
2026-05-20T23:29:33,20260520_232738,4,1,11.730076942780508,0.606626754748142,0.8547911553910505,0.786952931461602,2.4518984260559082,0.446,0.0,128,adam,0.01,0.0,0.5,4844,0,0.0,5.948,6.731
2026-05-20T23:29:35,20260520_232738,5,1,10.592781831659012,0.6499643729641694,0.6801484549472697,0.8281758957654723,2.361665063858032,0.467,0.0,128,adam,0.01,0.0,0.5,4912,0,0.0,5.819,6.666
2026-05-20T23:29:40,20260520_232738,9,2,7.1517580334501325,0.7052941176470588,0.5993781240274316,0.8405645582854155,2.0391676292419434,0.539,0.0,128,adam,0.01,0.0,0.5,7650,0,0.0,6.463,7.227
2026-05-20T23:29:51,20260520_232738,3,2,4.176968384103378,0.706821480406386,0.7301584248155413,0.8027079303675049,2.3049533271789553,0.444,0.0,128,adam,0.01,0.001,0.9,4134,0,0.0,5.493,6.226
2026-05-20T23:29:51,20260520_232738,5,2,3.8094297023520407,0.7007074511400652,0.6176780118616085,0.8363192182410424,2.0791993284225465,0.484,0.0,128,adam,0.01,0.001,0.9,4912,0,0.0,6.158,6.904
2026-05-20T23:29:57,20260520_232738,7,2,4.557841980542817,0.6475491498405951,0.6636876517097198,0.8278427205100957,2.1677186660766603,0.437,0.0,128,adam,0.01,0.001,0.9,3764,0,0.0,4.739,5.682
2026-05-20T23:29:57,20260520_232738,8,1,5.036713593072875,0.6439045079980611,0.8706820990688117,0.7713178294573644,1.88367560005188,0.537,0.0,128,adam,0.01,0.001,0.9,4126,0,0.0,4.944,5.69
2026-05-20T23:30:04,20260520_232738,9,2,2.607472623019826,0.7424346405228758,0.5215744024100755,0.8536330371144799,1.9046751804351807,0.583,0.0,128,adam,0.01,0.001,0.9,7650,0,0.0,6.409,7.294
2026-05-20T23:30:16,20260520_232738,2,2,0.9099554332583174,0.7846795434591747,0.6893932974129392,0.8116959064327486,1.4920842800140381,0.556,0.0,64,radam,0.0005,1e-05,0.7,3417,0,0.0,7.304,8.134
2026-05-20T23:30:17,20260520_232738,3,2,0.7127823354392508,0.8478471214320271,0.5396987012437972,0.8520309477756286,1.5074269876480102,0.589,0.0,64,radam,0.0005,1e-05,0.7,4134,0,0.0,7.796,8.535
