timestamp,run_id,client_id,client_round,train-loss,train-accuracy,val-loss,val-accuracy,local-test-loss,local-test-accuracy,ga_best_fitness,batch_size,optimizer,lr,weight_decay,momentum,num-examples,ga_ran,ga_time_s,local_train_time_s,total_visit_time_s
2026-05-20T23:46:46,20260520_234611,1,1,1.6735921745620124,0.7070825515947468,0.8551660882275911,0.7910028116213683,2.5233040046691895,0.49,0.0,128,adam,0.0005,0.0001,0.95,4264,0,0.0,6.039,7.03
2026-05-20T23:46:46,20260520_234611,2,1,1.6825944530168706,0.6898337222870479,0.894649293708208,0.7558320373250389,2.745450922012329,0.45,0.0,128,adam,0.0005,0.0001,0.95,5142,0,0.0,6.554,7.548
2026-05-20T23:46:51,20260520_234611,7,1,1.9856974353399646,0.6241960054163845,1.1054650627389166,0.7104194857916103,2.2197630977630616,0.495,0.0,128,adam,0.0005,0.0001,0.95,2954,0,0.0,4.296,4.969
2026-05-20T23:46:52,20260520_234611,3,1,1.7480020372278204,0.6928027381411492,0.8320983826149034,0.7841171935235158,1.8248156337738037,0.513,0.0,128,adam,0.0005,0.0001,0.95,5186,0,0.0,5.885,6.608
2026-05-20T23:46:56,20260520_234611,9,1,1.4312058133393926,0.7513580674988442,0.7826595978463644,0.8179297597042514,2.6687357902526854,0.52,0.0,128,adam,0.0005,0.0001,0.95,4326,0,0.0,4.146,4.84
2026-05-20T23:47:06,20260520_234611,0,1,29.3309397750826,0.4933702025586354,0.8481094381425835,0.7784877529286475,1.9218948459625245,0.507,0.0,128,lion,0.005,1e-05,0.7,3752,0,0.0,5.059,5.754
2026-05-20T23:47:07,20260520_234611,4,1,12.99801193786717,0.5943179923294981,0.7082880368232727,0.7806666666666666,1.8493665132522583,0.553,0.0,128,lion,0.005,1e-05,0.7,5997,0,0.0,6.582,7.341
2026-05-20T23:47:10,20260520_234611,7,1,30.213722655639184,0.4225203114421124,1.1476758645900371,0.6792963464140731,2.3427814426422118,0.455,0.0,128,lion,0.005,1e-05,0.7,2954,0,0.0,3.844,4.535
2026-05-20T23:47:16,20260520_234611,8,1,13.731079627741702,0.5048104332953249,0.8207026253812262,0.7480045610034207,1.4735755891799927,0.595,0.0,128,lion,0.005,1e-05,0.7,7016,0,0.0,7.542,8.302
2026-05-20T23:47:17,20260520_234611,9,1,21.84180870361478,0.576080674988442,0.6627606352904808,0.833641404805915,2.3097483768463136,0.545,0.0,128,lion,0.005,1e-05,0.7,4326,0,0.0,5.094,5.828
2026-05-20T23:47:28,20260520_234611,0,2,1.0556135899000076,0.808602078891258,0.5545165858710536,0.8423855165069223,1.2312718896865844,0.657,0.0,64,adamw,0.0005,1e-05,0.9,3752,0,0.0,7.235,7.944
2026-05-20T23:47:29,20260520_234611,3,1,1.0402822295412841,0.8002554955649827,0.5791719800799097,0.8319198149575945,1.1569265704154967,0.659,0.0,64,adamw,0.0005,1e-05,0.9,5186,0,0.0,8.596,9.33
2026-05-20T23:47:39,20260520_234611,4,1,0.9581264847774933,0.7917083541770885,0.6013652396996816,0.8133333333333334,1.527527497291565,0.601,0.0,64,adamw,0.0005,1e-05,0.9,5997,0,0.0,10.067,10.83
2026-05-20T23:47:42,20260520_234611,8,2,1.0635472499556253,0.7647519954389966,0.6844470995046122,0.7753705815279361,1.1809766387939453,0.655,0.0,64,adamw,0.0005,1e-05,0.9,7016,0,0.0,11.904,12.686
2026-05-20T23:47:46,20260520_234611,9,2,0.7488793848608579,0.8585587147480351,0.4816704435401395,0.8817005545286506,2.922223349571228,0.625,0.0,64,adamw,0.0005,1e-05,0.9,4326,0,0.0,5.841,6.602
2026-05-20T23:47:58,20260520_234611,0,1,5.084346135621513,0.695195895522388,0.5571311488192175,0.838125665601704,1.2373623485565186,0.638,0.0,64,adamw,0.01,0.0001,0.7,3752,0,0.0,7.158,7.861
2026-05-20T23:47:58,20260520_234611,1,2,4.947604186609247,0.7067893996247655,0.5887031802364678,0.8359887535145267,1.4875303058624267,0.625,0.0,64,adamw,0.01,0.0001,0.7,4264,0,0.0,7.572,8.286
2026-05-20T23:48:06,20260520_234611,6,1,7.0667445131983415,0.6265303464443865,0.7688315471013387,0.7916666666666666,1.621104549407959,0.574,0.0,64,adamw,0.01,0.0001,0.7,3839,0,0.0,7.228,7.916
2026-05-20T23:48:08,20260520_234611,5,1,3.95753534377917,0.7334012681159421,0.533517330021098,0.8565217391304348,1.5371067037582398,0.55,0.0,64,adamw,0.01,0.0001,0.7,5520,0,0.0,8.947,9.719
