timestamp,run_id,client_id,client_round,candidate_index,rung,fitness,batch_size,optimizer,lr,weight_decay,momentum
2026-05-19T21:27:37,20260519_212653,1,1,0,0,0.7058409390361666,64,adam,0.003,0.0,0.0
2026-05-19T21:27:37,20260519_212653,1,1,1,0,0.7061504290257441,64,sgd,0.003,0.001,0.7
2026-05-19T21:27:37,20260519_212653,1,1,2,0,0.061142679838253965,128,adamw,0.005,0.0,0.0
2026-05-19T21:27:37,20260519_212653,1,1,3,0,0.7055928251357234,128,lion,0.005,1e-05,0.0
2026-05-19T21:27:37,20260519_212653,1,1,4,1,0.8002138260382289,64,sgd,0.003,0.001,0.7
2026-05-19T21:27:47,20260519_212653,0,1,0,0,0.44712708426384346,128,adamw,0.0005,1e-05,0.0
2026-05-19T21:27:47,20260519_212653,0,1,1,0,0.2393754763486992,128,adamw,0.01,0.0,0.0
2026-05-19T21:27:47,20260519_212653,0,1,2,0,0.4506376530026586,64,lion,0.003,0.001,0.0
2026-05-19T21:27:47,20260519_212653,0,1,3,0,0.35975934967405887,128,adam,0.001,1e-05,0.0
2026-05-19T21:27:47,20260519_212653,0,1,4,1,0.5998409587611525,64,lion,0.003,0.001,0.0
2026-05-19T21:29:21,20260519_212653,3,1,0,0,0.46981508374465636,128,adamw,0.0005,0.0,0.0
2026-05-19T21:29:21,20260519_212653,3,1,1,0,0.46994183802983636,64,sgd,0.0005,0.0,0.7
2026-05-19T21:29:21,20260519_212653,3,1,2,0,0.5625930297237633,64,adam,0.001,1e-05,0.0
2026-05-19T21:29:21,20260519_212653,3,1,3,0,0.5625931086829268,64,adamw,0.001,0.0001,0.0
2026-05-19T21:29:21,20260519_212653,3,1,4,1,0.6788737658748222,64,adamw,0.001,0.0001,0.0
2026-05-19T21:29:39,20260519_212653,2,1,0,0,0.33362194240288007,128,lion,0.005,0.001,0.0
2026-05-19T21:29:39,20260519_212653,2,1,1,0,0.25695695040456834,128,adam,0.005,0.0,0.0
2026-05-19T21:29:39,20260519_212653,2,1,2,0,0.3209830893879473,128,adamw,0.001,1e-05,0.0
2026-05-19T21:29:39,20260519_212653,2,1,3,0,0.3339369097948321,128,sgd,0.001,1e-05,0.5
2026-05-19T21:29:39,20260519_212653,2,1,4,1,0.472590191118956,128,sgd,0.001,1e-05,0.5
2026-05-19T21:30:34,20260519_212653,6,1,0,0,0.07241178277545644,64,radam,0.01,0.0,0.0
2026-05-19T21:30:34,20260519_212653,6,1,1,0,0.07245747932237481,64,radam,0.001,0.001,0.0
2026-05-19T21:30:34,20260519_212653,6,1,2,0,0.07246054353425788,64,radam,0.0005,0.0,0.0
2026-05-19T21:30:34,20260519_212653,6,1,3,0,0.4341838963826103,64,adam,0.01,0.0,0.0
2026-05-19T21:30:34,20260519_212653,6,1,4,1,0.4743753566846536,64,adam,0.01,0.0,0.0
2026-05-19T21:31:58,20260519_212653,1,2,0,0,0.7058409390361666,64,adam,0.003,0.0,0.0
2026-05-19T21:31:58,20260519_212653,1,2,1,0,0.07089391044219161,128,lion,0.001,0.0,0.0
2026-05-19T21:31:58,20260519_212653,1,2,2,0,0.7055928251357234,128,lion,0.005,1e-05,0.0
2026-05-19T21:31:58,20260519_212653,1,2,3,0,0.056516940858350836,128,adamw,0.003,0.0,0.0
2026-05-19T21:31:58,20260519_212653,1,2,4,1,0.7145245139436089,64,adam,0.003,0.0,0.0
2026-05-19T21:31:59,20260519_212653,0,2,0,0,0.18157602401471457,128,lion,0.001,1e-05,0.0
2026-05-19T21:31:59,20260519_212653,0,2,1,0,0.44712708426384346,128,adamw,0.0005,1e-05,0.0
2026-05-19T21:31:59,20260519_212653,0,2,2,0,0.35975934967405887,128,adam,0.001,1e-05,0.0
2026-05-19T21:31:59,20260519_212653,0,2,3,0,0.2393754763486992,128,adamw,0.01,0.0,0.0
2026-05-19T21:31:59,20260519_212653,0,2,4,1,0.7226497366710712,128,adamw,0.0005,1e-05,0.0
2026-05-19T21:33:10,20260519_212653,4,1,0,0,0.08219011144225388,128,sgd,0.001,0.0001,0.5
2026-05-19T21:33:10,20260519_212653,4,1,1,0,0.00684874392959087,128,radam,0.0005,0.001,0.0
2026-05-19T21:33:10,20260519_212653,4,1,2,0,0.5135441763566008,64,adam,0.0005,0.0,0.0
2026-05-19T21:33:10,20260519_212653,4,1,3,0,0.40410494371446276,128,radam,0.005,0.0,0.0
2026-05-19T21:33:10,20260519_212653,4,1,4,1,0.6956353331485243,64,adam,0.0005,0.0,0.0
2026-05-19T21:33:14,20260519_212653,8,1,0,0,0.37036619485569167,128,sgd,0.003,0.001,0.9
2026-05-19T21:33:14,20260519_212653,8,1,1,0,0.2465815070806665,128,lion,0.003,0.0001,0.0
2026-05-19T21:33:14,20260519_212653,8,1,2,0,0.14770863188935918,128,adam,0.003,0.0001,0.0
2026-05-19T21:33:14,20260519_212653,8,1,3,0,0.1604009695914945,128,adam,0.0005,0.0001,0.0
2026-05-19T21:33:14,20260519_212653,8,1,4,1,0.6086713687880357,128,sgd,0.003,0.001,0.9
2026-05-19T21:34:17,20260519_212653,9,1,0,0,0.27811553022960983,128,adamw,0.001,0.001,0.0
2026-05-19T21:34:17,20260519_212653,9,1,1,0,0.3045970017709918,128,adamw,0.01,1e-05,0.0
2026-05-19T21:34:17,20260519_212653,9,1,2,0,0.2781156277207507,128,adam,0.001,0.0001,0.0
2026-05-19T21:34:17,20260519_212653,9,1,3,0,0.29117188060953525,128,adamw,0.01,0.001,0.0
2026-05-19T21:34:17,20260519_212653,9,1,4,1,0.19478019871320193,128,adamw,0.01,1e-05,0.0
2026-05-19T21:35:26,20260519_212653,3,2,0,0,0.36597338172785204,64,adamw,0.0005,0.0,0.0
2026-05-19T21:35:26,20260519_212653,3,2,1,0,0.45901433388409335,128,sgd,0.0005,0.0,0.7
2026-05-19T21:35:26,20260519_212653,3,2,2,0,0.46994183802983636,64,sgd,0.0005,0.0,0.7
2026-05-19T21:35:26,20260519_212653,3,2,3,0,0.5625931086829268,64,adamw,0.001,0.0001,0.0
2026-05-19T21:35:26,20260519_212653,3,2,4,1,0.6788737658748222,64,adamw,0.001,0.0001,0.0
2026-05-19T21:35:46,20260519_212653,1,3,0,0,0.7061504290257441,64,sgd,0.003,0.001,0.7
2026-05-19T21:35:46,20260519_212653,1,3,1,0,0.7677575581676389,128,sgd,0.005,0.001,0.9
2026-05-19T21:35:46,20260519_212653,1,3,2,1,0.8489549640791583,128,sgd,0.005,0.001,0.9
2026-05-19T21:35:46,20260519_212653,1,3,3,elite-reval,0.7145245139436089,64,adam,0.003,0.0,0.0
2026-05-19T21:36:13,20260519_212653,4,2,0,0,0.00684874392959087,128,radam,0.0005,0.001,0.0
2026-05-19T21:36:13,20260519_212653,4,2,1,0,0.5135441763566008,64,adam,0.0005,0.0,0.0
2026-05-19T21:36:13,20260519_212653,4,2,2,0,0.40410494371446276,128,radam,0.005,0.0,0.0
2026-05-19T21:36:13,20260519_212653,4,2,3,0,0.020031832956998213,64,adam,0.003,0.0,0.0
2026-05-19T21:36:13,20260519_212653,4,2,4,1,0.6956353331485243,64,adam,0.0005,0.0,0.0
2026-05-19T21:36:57,20260519_212653,8,2,0,0,0.06118433445833912,64,adam,0.003,0.001,0.0
2026-05-19T21:36:57,20260519_212653,8,2,1,0,0.2465815070806665,128,lion,0.003,0.0001,0.0
2026-05-19T21:36:57,20260519_212653,8,2,2,0,0.1604009695914945,128,adam,0.0005,0.0001,0.0
