timestamp,run_id,client_id,client_round,train-loss,train-accuracy,val-loss,val-accuracy,local-test-loss,local-test-accuracy,ga_best_fitness,batch_size,optimizer,lr,weight_decay,momentum,num-examples,ga_ran,ga_time_s,local_train_time_s,total_visit_time_s
2026-05-20T15:14:32,20260520_151318,1,1,1.8013880026583082,0.7078387035990201,0.8712957453799589,0.7784476262245666,1.8090063829421996,0.607,0.8219861644571468,128,adam,0.001,0.0001,0.0,5307,1,37.543,6.544,44.858
2026-05-20T15:14:42,20260520_151318,0,1,1.9154691265522363,0.7209741193386053,0.777249170069554,0.7907979870596693,2.7317559852600097,0.52,0.843102807953358,64,lion,0.001,0.001,0.0,5564,1,44.989,9.045,54.769
2026-05-20T15:15:16,20260520_151318,8,1,1.9547189536729717,0.6853187106156083,0.8399726013804591,0.7790697674418605,2.133314111709595,0.558,0.8128154268194206,128,radam,0.01,1e-05,0.0,4126,1,28.135,5.191,34.034
2026-05-20T15:15:21,20260520_151318,5,1,1.9306062960372297,0.7329499185667753,0.6877247083458916,0.8306188925081434,2.8033599700927736,0.432,0.8727920117717443,64,radam,0.01,0.0001,0.0,4912,1,38.587,9.211,48.586
2026-05-20T15:15:57,20260520_151318,9,1,1.8263209639888962,0.7259477124183007,0.673963753546462,0.8238369053842133,2.536312156677246,0.482,0.8597473317472426,128,adamw,0.003,0.0,0.0,7650,1,34.043,6.066,40.854
2026-05-20T15:16:08,20260520_151318,1,2,1.1735645054069328,0.7817034105897871,0.68848764069923,0.8198944988696307,1.3590538263320924,0.648,0.8219861644571468,128,adam,0.001,0.0001,0.0,5307,1,0.001,6.478,7.247
2026-05-20T15:16:18,20260520_151318,5,2,1.3570247172144414,0.7952208876221498,0.5528004831522217,0.8534201954397395,2.092231209754944,0.5,0.8727920117717443,64,radam,0.01,0.0001,0.0,4912,1,0.001,8.734,9.474
2026-05-20T15:16:37,20260520_151318,2,1,1.0595357535041177,0.7913374304945859,0.692745089740084,0.808187134502924,1.6812035694122314,0.542,0.8256041015737977,64,sgd,0.01,1e-05,0.9,3417,1,28.696,6.049,35.442
2026-05-20T15:17:04,20260520_151318,6,1,0.9962670057733483,0.7912383177570094,0.6033170925122555,0.8467289719626169,1.7732829837799071,0.513,0.8391446427966108,64,radam,0.001,0.0001,0.0,4280,1,36.978,7.889,45.657
2026-05-20T15:17:11,20260520_151318,7,1,0.8318514782266333,0.8260826248671626,0.5635972799580865,0.8522848034006376,2.017804663658142,0.519,0.879820281979785,64,sgd,0.01,0.0001,0.7,3764,1,29.86,3.934,34.487
2026-05-20T15:17:25,20260520_151318,5,3,1.0918234130458646,0.82779417752443,0.4613446705892731,0.8794788273615635,1.6327787466049195,0.556,0.8727920117717443,64,radam,0.01,0.0001,0.0,4912,1,0.001,9.277,10.046
