timestamp,run_id,client_id,client_round,candidate_index,rung,fitness,batch_size,optimizer,lr,weight_decay,momentum
2026-08-13T20:07:38,20260813_200716,1,1,0,0,0.3132899362287491,128,radam,0.01,1e-05,0.0
2026-08-13T20:07:38,20260813_200716,1,1,1,0,0.3486811021095454,64,adam,0.01,0.001,0.0
2026-08-13T20:07:38,20260813_200716,1,1,2,0,0.26266769963990805,128,sgd,0.005,0.001,0.7
2026-08-13T20:07:38,20260813_200716,1,1,3,0,0.04178246435675556,128,radam,0.0005,1e-05,0.0
2026-08-13T20:07:38,20260813_200716,1,1,4,1,0.43623087408391426,64,adam,0.01,0.001,0.0
2026-08-13T20:07:39,20260813_200716,3,1,0,0,0.4711031550377965,128,adam,0.0005,1e-05,0.0
2026-08-13T20:07:39,20260813_200716,3,1,1,0,0.3125881601893767,64,sgd,0.005,0.001,0.7
2026-08-13T20:07:39,20260813_200716,3,1,2,0,0.3814281105210522,64,adamw,0.0005,0.001,0.0
2026-08-13T20:07:39,20260813_200716,3,1,3,0,0.3882799258533562,64,adam,0.001,1e-05,0.0
2026-08-13T20:07:39,20260813_200716,3,1,4,1,0.6093816302062776,128,adam,0.0005,1e-05,0.0
2026-08-13T20:07:54,20260813_200716,4,1,0,0,0.11999840364447117,64,sgd,0.0005,0.0001,0.5
2026-08-13T20:07:54,20260813_200716,4,1,1,0,0.18252404473024775,128,adamw,0.003,1e-05,0.0
2026-08-13T20:07:54,20260813_200716,4,1,2,0,0.18236568458252034,128,adamw,0.005,1e-05,0.0
2026-08-13T20:07:54,20260813_200716,4,1,3,0,0.12571268601561036,128,sgd,0.001,1e-05,0.5
2026-08-13T20:07:54,20260813_200716,4,1,4,1,0.5698653433326525,128,adamw,0.003,1e-05,0.0
2026-08-13T20:07:57,20260813_200716,7,1,0,0,0.29697393547051426,64,adamw,0.003,1e-05,0.0
2026-08-13T20:07:57,20260813_200716,7,1,1,0,0.24281943374132153,64,lion,0.005,1e-05,0.0
2026-08-13T20:07:57,20260813_200716,7,1,2,0,0.2221658778758762,64,adamw,0.01,0.0,0.0
2026-08-13T20:07:57,20260813_200716,7,1,3,0,0.24313705708444713,64,radam,0.01,1e-05,0.0
2026-08-13T20:07:57,20260813_200716,7,1,4,1,0.4878035735019367,64,adamw,0.003,1e-05,0.0
2026-08-13T20:08:06,20260813_200716,9,1,0,0,0.19999329918191153,64,sgd,0.003,0.0,0.5
2026-08-13T20:08:06,20260813_200716,9,1,1,0,0.19999844689243912,128,sgd,0.001,1e-05,0.95
2026-08-13T20:08:06,20260813_200716,9,1,2,0,0.19999879030311687,128,sgd,0.001,1e-05,0.7
2026-08-13T20:08:06,20260813_200716,9,1,3,0,0.1999881196585403,128,sgd,0.01,1e-05,0.7
