timestamp,run_id,client_id,client_round,candidate_index,rung,fitness,batch_size,optimizer,lr,weight_decay,momentum
2026-05-19T23:32:47,20260519_233207,1,1,0,0,0.42075896146291647,128,radam,0.003,0.0001,0.0
2026-05-19T23:32:47,20260519_233207,1,1,1,0,0.4207543188392561,64,sgd,0.001,0.0001,0.95
2026-05-19T23:32:47,20260519_233207,1,1,2,0,0.420762798574271,128,sgd,0.0005,0.0001,0.95
2026-05-19T23:32:47,20260519_233207,1,1,3,0,0.419935462136972,128,adam,0.01,0.0,0.0
2026-05-19T23:32:47,20260519_233207,1,1,4,1,0.5363345254889772,128,sgd,0.0005,0.0001,0.95
2026-05-19T23:32:56,20260519_233207,3,1,0,0,0.11152324732851839,64,radam,0.003,0.0,0.0
2026-05-19T23:32:56,20260519_233207,3,1,1,0,0.26858304232812463,64,sgd,0.001,0.0001,0.95
2026-05-19T23:32:56,20260519_233207,3,1,2,0,0.16897015129393783,128,adamw,0.005,1e-05,0.0
2026-05-19T23:32:56,20260519_233207,3,1,3,0,0.0985718756394506,64,adam,0.01,0.0001,0.0
2026-05-19T23:32:56,20260519_233207,3,1,4,1,0.6156516084805325,64,sgd,0.001,0.0001,0.95
2026-05-19T23:33:56,20260519_233207,7,1,0,0,0.3260813181102982,128,radam,0.003,0.0001,0.0
2026-05-19T23:33:56,20260519_233207,7,1,1,0,0.23888769652790498,128,adamw,0.001,0.0,0.0
2026-05-19T23:33:56,20260519_233207,7,1,2,0,0.32608131756205755,128,radam,0.003,1e-05,0.0
2026-05-19T23:33:56,20260519_233207,7,1,3,0,0.3260781985649994,128,sgd,0.005,0.001,0.7
2026-05-19T23:33:56,20260519_233207,7,1,4,1,0.5415125455200845,128,radam,0.003,0.0001,0.0
2026-05-19T23:34:30,20260519_233207,8,1,0,0,0.4021380955333806,128,lion,0.0005,0.0001,0.0
2026-05-19T23:34:30,20260519_233207,8,1,1,0,0.34828001628205607,64,adamw,0.005,0.0,0.0
2026-05-19T23:34:30,20260519_233207,8,1,2,0,0.3482804068292576,64,adam,0.005,0.0,0.0
2026-05-19T23:34:30,20260519_233207,8,1,3,0,0.26008117333820197,128,adam,0.005,0.001,0.0
2026-05-19T23:34:30,20260519_233207,8,1,4,1,0.6652467695477556,128,lion,0.0005,0.0001,0.0
2026-05-19T23:35:10,20260519_233207,9,1,0,0,0.5358701718905872,128,adamw,0.003,0.001,0.0
2026-05-19T23:35:10,20260519_233207,9,1,1,0,0.5359560872025977,64,adamw,0.003,0.0001,0.0
2026-05-19T23:35:10,20260519_233207,9,1,2,0,0.5194224651060986,128,adamw,0.0005,0.001,0.0
2026-05-19T23:35:10,20260519_233207,9,1,3,0,0.5418957577433846,64,sgd,0.0005,0.001,0.7
2026-05-19T23:35:10,20260519_233207,9,1,4,1,0.6092342553875442,64,sgd,0.0005,0.001,0.7
2026-05-19T23:36:06,20260519_233207,1,2,0,0,0.42075896146291647,128,radam,0.003,0.0001,0.0
2026-05-19T23:36:06,20260519_233207,1,2,1,0,0.4480866756838331,128,sgd,0.0005,0.0001,0.5
2026-05-19T23:36:06,20260519_233207,1,2,2,0,0.420762798574271,128,sgd,0.0005,0.0001,0.95
2026-05-19T23:36:06,20260519_233207,1,2,3,0,0.4699438795451084,128,sgd,0.0005,0.001,0.95
2026-05-19T23:36:06,20260519_233207,1,2,4,1,0.603552450806138,128,sgd,0.0005,0.001,0.95
2026-05-19T23:36:18,20260519_233207,2,1,0,0,0.1884833700723139,128,adamw,0.005,1e-05,0.0
2026-05-19T23:36:18,20260519_233207,2,1,1,0,0.2483253010459142,128,lion,0.003,1e-05,0.0
2026-05-19T23:36:18,20260519_233207,2,1,2,0,0.3380309994240191,64,adamw,0.001,0.0001,0.0
2026-05-19T23:36:18,20260519_233207,2,1,3,0,0.24812419047822756,64,lion,0.005,0.0,0.0
2026-05-19T23:36:18,20260519_233207,2,1,4,1,0.6350221456337956,64,adamw,0.001,0.0001,0.0
2026-05-19T23:37:08,20260519_233207,8,2,0,0,0.3098774056513948,128,adamw,0.005,0.0,0.0
2026-05-19T23:37:08,20260519_233207,8,2,1,0,0.26008117333820197,128,adam,0.005,0.001,0.0
2026-05-19T23:37:08,20260519_233207,8,2,2,0,0.2526223532871049,64,lion,0.0005,0.0,0.0
2026-05-19T23:37:08,20260519_233207,8,2,3,0,0.4021380955333806,128,lion,0.0005,0.0001,0.0
2026-05-19T23:37:08,20260519_233207,8,2,4,1,0.6652467695477556,128,lion,0.0005,0.0001,0.0
2026-05-19T23:37:18,20260519_233207,6,1,0,0,0.5999903452522349,128,sgd,0.005,1e-05,0.5
2026-05-19T23:37:18,20260519_233207,6,1,1,0,0.21396542604654883,64,adamw,0.01,0.001,0.0
2026-05-19T23:37:18,20260519_233207,6,1,2,0,0.5317035754233065,128,sgd,0.0005,0.0001,0.95
2026-05-19T23:37:18,20260519_233207,6,1,3,0,0.21396660736140558,64,adamw,0.01,0.0001,0.0
2026-05-19T23:37:18,20260519_233207,6,1,4,1,0.6971719980699409,128,sgd,0.005,1e-05,0.5
2026-05-19T23:38:20,20260519_233207,9,2,0,0,0.553062940848916,128,radam,0.005,0.0001,0.0
2026-05-19T23:38:20,20260519_233207,9,2,1,0,0.5418957577433846,64,sgd,0.0005,0.001,0.7
2026-05-19T23:38:20,20260519_233207,9,2,2,0,0.20654105815971707,64,adamw,0.0005,0.0001,0.0
2026-05-19T23:38:20,20260519_233207,9,2,3,0,0.5358701718905872,128,adamw,0.003,0.001,0.0
2026-05-19T23:38:20,20260519_233207,9,2,4,1,0.6567702717321863,128,radam,0.005,0.0001,0.0
2026-05-19T23:38:50,20260519_233207,2,2,0,0,0.24812419047822756,64,lion,0.005,0.0,0.0
2026-05-19T23:38:50,20260519_233207,2,2,1,0,0.21337219576543767,128,adam,0.005,1e-05,0.0
2026-05-19T23:38:50,20260519_233207,2,2,2,0,0.3380309994240191,64,adamw,0.001,0.0001,0.0
2026-05-19T23:38:50,20260519_233207,2,2,3,0,0.2483253010459142,128,lion,0.003,1e-05,0.0
2026-05-19T23:38:50,20260519_233207,2,2,4,1,0.6350221456337956,64,adamw,0.001,0.0001,0.0
2026-05-19T23:39:12,20260519_233207,1,3,0,0,0.4423219900918258,64,lion,0.001,0.0001,0.0
2026-05-19T23:39:12,20260519_233207,1,3,1,0,0.419935462136972,128,adam,0.01,0.0,0.0
2026-05-19T23:39:12,20260519_233207,1,3,2,1,0.6061895379807083,64,lion,0.0005,0.001,0.0
2026-05-19T23:39:12,20260519_233207,1,3,3,elite-reval,0.603552450806138,128,sgd,0.0005,0.001,0.95
2026-05-19T23:40:24,20260519_233207,6,2,0,0,0.3609287704150842,64,sgd,0.01,0.001,0.9
2026-05-19T23:40:24,20260519_233207,6,2,1,0,0.5317035754233065,128,sgd,0.0005,0.0001,0.95
2026-05-19T23:40:24,20260519_233207,6,2,2,0,0.2828970168824718,64,sgd,0.005,0.0001,0.95
2026-05-19T23:40:24,20260519_233207,6,2,3,0,0.22354018061499284,128,adamw,0.01,0.001,0.0
2026-05-19T23:40:24,20260519_233207,6,2,4,1,0.7570067479872249,128,sgd,0.0005,0.0001,0.95
2026-05-19T23:40:41,20260519_233207,5,1,0,0,0.5498859267945423,64,sgd,0.0005,0.001,0.5
2026-05-19T23:40:41,20260519_233207,5,1,1,0,0.4721655261431765,64,adam,0.0005,0.0,0.0
2026-05-19T23:40:41,20260519_233207,5,1,2,0,0.26593318105001584,64,adam,0.001,0.0,0.0
2026-05-19T23:40:41,20260519_233207,5,1,3,0,0.12393978149956932,128,adam,0.001,0.0,0.0
2026-05-19T23:40:41,20260519_233207,5,1,4,1,0.6285939257256333,64,sgd,0.0005,0.001,0.5
2026-05-19T23:41:35,20260519_233207,9,3,0,0,0.6089312160230939,128,sgd,0.005,0.0001,0.5
2026-05-19T23:41:35,20260519_233207,9,3,1,0,0.553062940848916,128,radam,0.005,0.0001,0.0
2026-05-19T23:41:35,20260519_233207,9,3,2,1,0.5559189372767107,128,adamw,0.005,0.001,0.0
2026-05-19T23:41:35,20260519_233207,9,3,3,elite-reval,0.6567702717321863,128,radam,0.005,0.0001,0.0
2026-05-19T23:42:25,20260519_233207,3,2,0,0,0.0985718756394506,64,adam,0.01,0.0001,0.0
2026-05-19T23:42:25,20260519_233207,3,2,1,0,0.11152324732851839,64,radam,0.003,0.0,0.0
2026-05-19T23:42:25,20260519_233207,3,2,2,0,0.26858304232812463,64,sgd,0.001,0.0001,0.95
2026-05-19T23:42:25,20260519_233207,3,2,3,0,0.16897015129393783,128,adamw,0.005,1e-05,0.0
2026-05-19T23:42:25,20260519_233207,3,2,4,1,0.6156516084805325,64,sgd,0.001,0.0001,0.95
2026-05-19T23:42:53,20260519_233207,4,1,0,0,0.5949349071717558,128,sgd,0.001,0.0001,0.7
2026-05-19T23:42:53,20260519_233207,4,1,1,0,0.06284019409283913,128,adam,0.003,1e-05,0.0
