timestamp,run_id,server_round,phase,num_replies,train-loss,train-accuracy,val-loss,val-accuracy,hp_lr,hp_batch_size,hp_weight_decays,hp_momentum,eval-loss,eval-acc
2026-08-11T14:53:40,20260811_143434,1,train,5,1.186947914208166,0.7630438493342943,0.49046238331946335,0.8280476152183844,,,,,,
2026-08-11T14:53:46,20260811_143434,1,evaluate,10,,,,,,,,,2.603927305603028,0.16190000000000002
2026-08-11T14:59:14,20260811_143434,2,train,5,1.0567846552005307,0.8307449862694516,0.38176482203772283,0.872071373574856,,,,,,
2026-08-11T14:59:20,20260811_143434,2,evaluate,10,,,,,,,,,2.2383233294487,0.33080000000000004
2026-08-11T15:05:11,20260811_143434,3,train,5,0.9656207390940716,0.8155186231914625,0.4379425467286701,0.8494193665074641,,,,,,
2026-08-11T15:05:17,20260811_143434,3,evaluate,10,,,,,,,,,2.2969201001167296,0.3778
2026-08-11T15:09:43,20260811_143434,4,train,5,0.7376648457400149,0.831627268889827,0.40120363707499473,0.8625235759521334,,,,,,
2026-08-11T15:09:50,20260811_143434,4,evaluate,10,,,,,,,,,1.953402823543549,0.3521
2026-08-11T15:21:09,20260811_143434,5,train,5,0.6543898018371597,0.8638007137490609,0.35897937460219687,0.8791073756164516,,,,,,
2026-08-11T15:21:14,20260811_143434,5,evaluate,10,,,,,,,,,1.8917754309654236,0.4318
2026-08-11T15:29:31,20260811_143434,6,train,5,0.6179699055098781,0.8884006013646353,0.29840334005752006,0.902691675022143,,,,,,
2026-08-11T15:29:36,20260811_143434,6,evaluate,10,,,,,,,,,1.4210332184791565,0.5127
2026-08-11T15:34:35,20260811_143434,7,train,5,0.5449258020569745,0.859416422491977,0.4114118782408423,0.8689691454478842,,,,,,
2026-08-11T15:34:40,20260811_143434,7,evaluate,10,,,,,,,,,1.6288632237434388,0.41159999999999997
2026-08-11T15:36:27,20260811_143434,8,train,5,0.5730337620071215,0.903297667377692,0.2464551756531701,0.9199845691017959,,,,,,
2026-08-11T15:36:32,20260811_143434,8,evaluate,10,,,,,,,,,1.586331469154358,0.4271000000000001
2026-08-11T15:41:42,20260811_143434,9,train,5,0.6064991718591547,0.8889822466490055,0.3078537907233352,0.8959738584165332,,,,,,
2026-08-11T15:41:48,20260811_143434,9,evaluate,10,,,,,,,,,1.4793690549850462,0.48669999999999997
2026-08-11T15:46:29,20260811_143434,10,train,5,0.4224325141243812,0.904058157916632,0.3041076520064091,0.9038679688470541,,,,,,
2026-08-11T15:46:35,20260811_143434,10,evaluate,10,,,,,,,,,1.7317427112579344,0.4609000000000001
2026-08-11T15:48:41,20260811_143434,11,train,5,0.46736452833001196,0.8863603535937139,0.32326049181643013,0.8960943185319312,,,,,,
2026-08-11T15:48:46,20260811_143434,11,evaluate,10,,,,,,,,,1.2775782510757447,0.5373000000000001
2026-08-11T15:50:36,20260811_143434,12,train,5,0.41907124538881735,0.919595767407704,0.31742054489241045,0.8986050270116749,,,,,,
2026-08-11T15:50:42,20260811_143434,12,evaluate,10,,,,,,,,,1.510008964061737,0.4787
2026-08-11T15:53:28,20260811_143434,13,train,5,0.4343582329475538,0.9079757318099286,0.2682678006403313,0.90989171112922,,,,,,
2026-08-11T15:53:34,20260811_143434,13,evaluate,10,,,,,,,,,1.7433942266464237,0.4786
2026-08-11T15:59:29,20260811_143434,14,train,5,0.41552933915667384,0.9231246125232485,0.2994967198575285,0.908124217187645,,,,,,
2026-08-11T15:59:34,20260811_143434,14,evaluate,10,,,,,,,,,1.8428053007125857,0.48630000000000007
2026-08-11T16:02:27,20260811_143434,15,train,5,0.39800893308962604,0.9128290870488323,0.3431703250550011,0.8976423572862187,,,,,,
2026-08-11T16:02:33,20260811_143434,15,evaluate,10,,,,,,,,,1.8772819901466373,0.4924
2026-08-11T16:08:13,20260811_143434,16,train,5,0.8642812272934226,0.8828895463510847,0.2386924483157763,0.9211709717229766,,,,,,
2026-08-11T16:08:18,20260811_143434,16,evaluate,10,,,,,,,,,1.521194821071625,0.5107000000000002
2026-08-11T16:12:16,20260811_143434,17,train,5,0.536198509599907,0.9257066249581053,0.2509495089097533,0.9234029592707191,,,,,,
2026-08-11T16:12:22,20260811_143434,17,evaluate,10,,,,,,,,,1.1062059045791628,0.626
2026-08-11T16:21:45,20260811_143434,18,train,5,0.4177291406078291,0.9135498168332503,0.2715081856375654,0.9141182439102133,,,,,,
2026-08-11T16:21:50,20260811_143434,18,evaluate,10,,,,,,,,,1.5189671027183531,0.5071
2026-08-11T16:27:35,20260811_143434,19,train,5,0.3068329697798221,0.9384554298193369,0.2990157448952241,0.9087258917953632,,,,,,
2026-08-11T16:27:40,20260811_143434,19,evaluate,10,,,,,,,,,1.5899330881118776,0.4991000000000001
2026-08-11T16:29:39,20260811_143434,20,train,5,0.7123846193868666,0.888483231707317,0.23258062716990252,0.9273814330299657,,,,,,
2026-08-11T16:29:44,20260811_143434,20,evaluate,10,,,,,,,,,1.4036258317947388,0.5609000000000002
