timestamp,run_id,client_id,client_round,candidate_index,rung,fitness,batch_size,optimizer,lr,weight_decay,momentum
2026-08-11T16:34:57,20260811_162956,0,1,0,full,0.9296481409098591,128,adamw,0.0005,1e-05,0.0
2026-08-11T16:34:57,20260811_162956,0,1,1,full,0.8884839536652868,64,adam,0.005,1e-05,0.0
2026-08-11T16:34:57,20260811_162956,0,1,2,full,0.7890678542158136,128,lion,0.003,0.0,0.0
2026-08-11T16:34:57,20260811_162956,0,1,3,full,0.8794519270011707,64,adamw,0.003,0.0,0.0
2026-08-11T16:37:06,20260811_162956,3,1,0,full,0.6505168749153688,64,lion,0.005,1e-05,0.0
2026-08-11T16:37:06,20260811_162956,3,1,1,full,0.7989190795997947,128,adam,0.0005,1e-05,0.0
2026-08-11T16:37:06,20260811_162956,3,1,2,full,0.808579155703004,128,sgd,0.01,1e-05,0.7
2026-08-11T16:37:06,20260811_162956,3,1,3,full,0.794126763990383,64,radam,0.005,1e-05,0.0
2026-08-11T16:39:07,20260811_162956,1,1,0,full,0.523016399072799,64,sgd,0.0005,0.0001,0.5
2026-08-11T16:39:07,20260811_162956,1,1,1,full,0.5454672059570991,128,radam,0.01,0.0,0.0
2026-08-11T16:39:07,20260811_162956,1,1,2,full,0.7711380346047177,64,adam,0.0005,0.001,0.0
2026-08-11T16:39:07,20260811_162956,1,1,3,full,0.8054333967927152,64,radam,0.001,0.0001,0.0
2026-08-11T16:41:50,20260811_162956,7,1,0,full,0.8570547086002287,64,radam,0.003,0.001,0.0
2026-08-11T16:41:50,20260811_162956,7,1,1,full,0.8251311461251815,128,lion,0.0005,0.0,0.0
2026-08-11T16:41:50,20260811_162956,7,1,2,full,0.8490495776708469,128,adamw,0.0005,0.001,0.0
2026-08-11T16:41:50,20260811_162956,7,1,3,full,0.6740731329801056,128,lion,0.01,0.0,0.0
2026-08-11T16:42:41,20260811_162956,5,1,0,full,0.6885086986904477,64,adamw,0.01,0.0,0.0
2026-08-11T16:42:41,20260811_162956,5,1,1,full,0.6602021470184442,128,adam,0.005,0.001,0.0
2026-08-11T16:42:41,20260811_162956,5,1,2,full,0.781077078835334,128,lion,0.0005,0.001,0.0
2026-08-11T16:42:41,20260811_162956,5,1,3,full,0.7351978001021731,64,adamw,0.003,1e-05,0.0
2026-08-11T16:43:24,20260811_162956,1,2,0,full,0.523016399072799,64,sgd,0.0005,0.0001,0.5
2026-08-11T16:43:24,20260811_162956,1,2,1,full,0.5454672059570991,128,radam,0.01,0.0,0.0
2026-08-11T16:43:24,20260811_162956,1,2,2,full,0.7711380346047177,64,adam,0.0005,0.001,0.0
2026-08-11T16:43:24,20260811_162956,1,2,3,full,0.8054333967927152,64,radam,0.001,0.0001,0.0
