timestamp,run_id,server_round,phase,num_replies,train-loss,train-accuracy,val-loss,val-accuracy,hp_lr,hp_batch_size,hp_weight_decays,hp_momentum,eval-loss,eval-acc
2026-05-19T07:05:48,20260519_070246,1,train,5,2.0693629656082706,0.5138270547945205,1.1038012084592086,0.6111726018192055,,,,,,
2026-05-19T07:05:54,20260519_070246,1,evaluate,10,,,,,,,,,2.405178456115723,0.13600000000000004
2026-05-19T07:07:51,20260519_070246,2,train,5,1.839881358894808,0.58447206933637,0.9251130585781356,0.6803601812714843,,,,,,
2026-05-19T07:07:56,20260519_070246,2,evaluate,10,,,,,,,,,1.5325562800407413,0.4159
2026-05-19T07:10:22,20260519_070246,3,train,5,1.6055003994045975,0.6135666167664671,0.8274969586078665,0.701923802484181,,,,,,
2026-05-19T07:10:28,20260519_070246,3,evaluate,10,,,,,,,,,1.3000263607978821,0.5160000000000001
2026-05-19T07:12:47,20260519_070246,4,train,5,1.4845133163505821,0.6545261014439097,0.7321918274900664,0.7481466034592772,,,,,,
2026-05-19T07:12:53,20260519_070246,4,evaluate,10,,,,,,,,,1.2082252541065217,0.5395000000000001
2026-05-19T07:14:57,20260519_070246,5,train,5,1.3503332862661075,0.7049340749896993,0.6493738466621166,0.784192229053555,,,,,,
2026-05-19T07:15:02,20260519_070246,5,evaluate,10,,,,,,,,,1.1090936480998992,0.5859
2026-05-19T07:17:45,20260519_070246,6,train,5,1.322981778903194,0.6848909343366478,0.6623404623663174,0.7724000449636244,,,,,,
2026-05-19T07:17:51,20260519_070246,6,evaluate,10,,,,,,,,,0.9851312487602235,0.6398
2026-05-19T07:20:02,20260519_070246,7,train,5,1.2662186691997452,0.7133484416093111,0.585181963883878,0.798271977685983,,,,,,
2026-05-19T07:20:07,20260519_070246,7,evaluate,10,,,,,,,,,1.0684166061878204,0.62
2026-05-19T07:22:56,20260519_070246,8,train,5,1.3319069135119694,0.6850738373850339,0.6754442782657324,0.762420800729092,,,,,,
2026-05-19T07:23:01,20260519_070246,8,evaluate,10,,,,,,,,,0.8821196799755097,0.6849
2026-05-19T07:25:41,20260519_070246,9,train,5,1.188997918087938,0.7411417322834646,0.5436537205074452,0.8120187485625318,,,,,,
2026-05-19T07:25:46,20260519_070246,9,evaluate,10,,,,,,,,,0.8460577880382537,0.6915000000000001
2026-05-19T07:28:11,20260519_070246,10,train,5,1.3562432587413926,0.6813068181818182,0.6761206000664444,0.7674042227914061,,,,,,
2026-05-19T07:28:16,20260519_070246,10,evaluate,10,,,,,,,,,0.8493871510505677,0.7056
2026-05-19T07:31:26,20260519_070246,11,train,5,1.283842627835365,0.6985339063992358,0.6285471693609788,0.7780359382535944,,,,,,
2026-05-19T07:31:31,20260519_070246,11,evaluate,10,,,,,,,,,0.7705732256412506,0.7289
2026-05-19T07:33:47,20260519_070246,12,train,5,1.2595848491086585,0.7150985516715671,0.5960277384510762,0.7875949905995153,,,,,,
2026-05-19T07:33:53,20260519_070246,12,evaluate,10,,,,,,,,,0.9539351494312286,0.6758000000000002
2026-05-19T07:35:34,20260519_070246,13,train,5,1.2156528545785397,0.7296967266895094,0.5529333466408383,0.8054143300367015,,,,,,
2026-05-19T07:35:39,20260519_070246,13,evaluate,10,,,,,,,,,0.9093805374145507,0.6914000000000001
2026-05-19T07:37:54,20260519_070246,14,train,5,1.275156631978954,0.7122721318633337,0.5861779677345387,0.794056382787467,,,,,,
2026-05-19T07:38:00,20260519_070246,14,evaluate,10,,,,,,,,,0.7248633035182954,0.7516999999999999
2026-05-19T07:40:16,20260519_070246,15,train,5,1.2328780760901077,0.7354207775585302,0.5597295672971828,0.8027617532939074,,,,,,
2026-05-19T07:40:22,20260519_070246,15,evaluate,10,,,,,,,,,0.7384347871780396,0.7497999999999999
2026-05-19T07:42:28,20260519_070246,16,train,5,1.077012789208692,0.7896954079564538,0.42298763394353833,0.8558027881893414,,,,,,
2026-05-19T07:42:34,20260519_070246,16,evaluate,10,,,,,,,,,0.7273953370094299,0.7464000000000001
2026-05-19T07:45:35,20260519_070246,17,train,5,1.0550366742143953,0.7919702153350775,0.4286716348562115,0.852411242366437,,,,,,
2026-05-19T07:45:40,20260519_070246,17,evaluate,10,,,,,,,,,0.6817181637763977,0.7682000000000001
2026-05-19T07:48:25,20260519_070246,18,train,5,1.1329664910200514,0.7664195150064281,0.49247621654412715,0.8301722347925814,,,,,,
2026-05-19T07:48:30,20260519_070246,18,evaluate,10,,,,,,,,,0.6200116632461548,0.7864
2026-05-19T07:50:40,20260519_070246,19,train,5,1.1329856780815677,0.7777376910016978,0.46956894009114913,0.8357412398937297,,,,,,
2026-05-19T07:50:45,20260519_070246,19,evaluate,10,,,,,,,,,0.7495516770362854,0.7497000000000001
2026-05-19T07:53:02,20260519_070246,20,train,5,1.162549277931218,0.7623107070491629,0.5025776215656105,0.8262916109225125,,,,,,
2026-05-19T07:53:08,20260519_070246,20,evaluate,10,,,,,,,,,0.622157633137703,0.7928000000000001
