timestamp,run_id,server_round,phase,num_replies,train-loss,train-accuracy,val-loss,val-accuracy,hp_lr,hp_batch_size,hp_weight_decays,hp_momentum,eval-loss,eval-acc
2026-05-20T15:41:40,20260520_153917,1,train,5,2.379881689802266,0.6759824072846219,0.7920327804633789,0.7997533903157943,,,,,,
2026-05-20T15:41:44,20260520_153917,1,evaluate,10,,,,,,,,,2.5415794486999514,0.4226000000000001
2026-05-20T15:43:05,20260520_153917,2,train,5,1.9388976584444348,0.7554155222822717,0.6597036822718452,0.8124364074780975,,,,,,
2026-05-20T15:43:08,20260520_153917,2,evaluate,10,,,,,,,,,1.1235797422885896,0.6651000000000001
2026-05-20T15:44:00,20260520_153917,3,train,5,0.8393245237738637,0.8192916359973655,0.5508996938434257,0.8289697126122035,,,,,,
2026-05-20T15:44:03,20260520_153917,3,evaluate,10,,,,,,,,,0.8349373818874359,0.7466
2026-05-20T15:44:54,20260520_153917,4,train,5,1.6150916851587676,0.835593201608982,0.4530399819139142,0.8647933270707513,,,,,,
2026-05-20T15:44:57,20260520_153917,4,evaluate,10,,,,,,,,,0.7127021061420441,0.7777000000000001
2026-05-20T15:45:34,20260520_153917,5,train,5,1.4275988257742382,0.8358600323944217,0.48466619567727326,0.8491275250652848,,,,,,
2026-05-20T15:45:37,20260520_153917,5,evaluate,10,,,,,,,,,0.6479423105239868,0.7947
2026-05-20T15:46:54,20260520_153917,6,train,5,2.09455528838243,0.8183423640377282,0.44315811979986197,0.852375199974274,,,,,,
2026-05-20T15:46:57,20260520_153917,6,evaluate,10,,,,,,,,,0.6421361952781677,0.7916000000000001
2026-05-20T15:47:20,20260520_153917,7,train,5,1.066634539987576,0.8437172724099143,0.46625953268031184,0.8493857974586271,,,,,,
2026-05-20T15:47:23,20260520_153917,7,evaluate,10,,,,,,,,,0.6128748305797577,0.7974000000000001
2026-05-20T15:48:30,20260520_153917,8,train,5,0.5139378773083867,0.8736473024182523,0.41032925296025374,0.8609814673643685,,,,,,
2026-05-20T15:48:33,20260520_153917,8,evaluate,10,,,,,,,,,0.5867394262075425,0.8033000000000001
2026-05-20T15:49:23,20260520_153917,9,train,5,0.9595442232641116,0.8534104094148848,0.4523591671911007,0.8472221450581572,,,,,,
2026-05-20T15:49:26,20260520_153917,9,evaluate,10,,,,,,,,,0.5678397455692291,0.8158000000000001
2026-05-20T15:50:02,20260520_153917,10,train,5,1.2124710729674888,0.8600906628988578,0.4346347745706743,0.8553015619466198,,,,,,
2026-05-20T15:50:06,20260520_153917,10,evaluate,10,,,,,,,,,0.5654091473102569,0.8141
2026-05-20T15:51:03,20260520_153917,11,train,5,1.0185942885348378,0.8507699361889113,0.4364558454689532,0.8522672707460613,,,,,,
2026-05-20T15:51:06,20260520_153917,11,evaluate,10,,,,,,,,,0.5474485185623169,0.8196
2026-05-20T15:51:27,20260520_153917,12,train,5,1.0385587782413843,0.8647413942599498,0.3986412663036883,0.873463807104544,,,,,,
2026-05-20T15:51:31,20260520_153917,12,evaluate,10,,,,,,,,,0.5705173454046248,0.8056000000000001
2026-05-20T15:51:54,20260520_153917,13,train,5,0.940524192594033,0.8627930704201889,0.43054150838977645,0.8597972362513643,,,,,,
2026-05-20T15:51:57,20260520_153917,13,evaluate,10,,,,,,,,,0.5431794734239579,0.8208
2026-05-20T15:52:16,20260520_153917,14,train,5,1.7152062229030025,0.8515373978118519,0.4211389337415474,0.864525361718703,,,,,,
2026-05-20T15:52:19,20260520_153917,14,evaluate,10,,,,,,,,,0.5494589488267898,0.8223
2026-05-20T15:52:41,20260520_153917,15,train,5,0.5207673688510328,0.8793600548409211,0.3965438455037509,0.8676270821437319,,,,,,
2026-05-20T15:52:44,20260520_153917,15,evaluate,10,,,,,,,,,0.5403049181222916,0.8140000000000001
2026-05-20T15:53:36,20260520_153917,16,train,5,0.8805419597953262,0.8839316275885675,0.38509992152020456,0.8766674089837301,,,,,,
2026-05-20T15:53:39,20260520_153917,16,evaluate,10,,,,,,,,,0.5365380698919298,0.8207000000000001
2026-05-20T15:54:39,20260520_153917,17,train,5,0.5750070874892281,0.888803520655628,0.38628479638262725,0.8717792453085689,,,,,,
2026-05-20T15:54:42,20260520_153917,17,evaluate,10,,,,,,,,,0.5279775037050247,0.8231999999999999
2026-05-20T15:55:29,20260520_153917,18,train,5,0.8080145338542039,0.8808983406446691,0.41604004505914594,0.864411502524757,,,,,,
2026-05-20T15:55:33,20260520_153917,18,evaluate,10,,,,,,,,,0.5264644982337952,0.8278000000000001
2026-05-20T15:56:26,20260520_153917,19,train,5,0.5298046728936361,0.8971237113402062,0.37894868475362564,0.8743609417697468,,,,,,
2026-05-20T15:56:29,20260520_153917,19,evaluate,10,,,,,,,,,0.539213161444664,0.8165
2026-05-20T15:57:10,20260520_153917,20,train,5,0.3774004802855615,0.9195829817471244,0.36736004328818184,0.8854746872470682,,,,,,
2026-05-20T15:57:13,20260520_153917,20,evaluate,10,,,,,,,,,0.574199881196022,0.8029000000000002
