timestamp,run_id,client_id,client_round,candidate_index,rung,fitness,batch_size,optimizer,lr,weight_decay,momentum
2026-05-20T15:40:25,20260520_153917,0,1,0,full,0.8176941645654132,128,adam,0.005,1e-05,0.0
2026-05-20T15:40:25,20260520_153917,0,1,1,full,0.8273147331603505,128,radam,0.003,0.0001,0.0
2026-05-20T15:40:25,20260520_153917,0,1,2,full,0.8175722324007576,64,lion,0.01,0.001,0.0
2026-05-20T15:40:25,20260520_153917,0,1,3,full,0.8156074516143225,64,radam,0.001,1e-05,0.0
2026-05-20T15:40:28,20260520_153917,3,1,0,full,0.5627761717861122,64,sgd,0.0005,0.0001,0.9
2026-05-20T15:40:28,20260520_153917,3,1,1,full,0.24207622406423654,128,sgd,0.001,0.0001,0.5
2026-05-20T15:40:28,20260520_153917,3,1,2,full,0.8108978136369385,128,lion,0.003,0.0,0.0
2026-05-20T15:40:28,20260520_153917,3,1,3,full,0.4671883660439965,128,sgd,0.003,0.0001,0.5
2026-05-20T15:41:01,20260520_153917,6,1,0,full,0.8081548734149938,128,adamw,0.001,0.001,0.0
2026-05-20T15:41:01,20260520_153917,6,1,1,full,0.7852161210313194,128,adamw,0.005,0.0,0.0
2026-05-20T15:41:01,20260520_153917,6,1,2,full,0.8008543711331773,128,radam,0.01,1e-05,0.0
2026-05-20T15:41:01,20260520_153917,6,1,3,full,0.7977287713215027,128,radam,0.01,0.0001,0.0
2026-05-20T15:41:14,20260520_153917,5,1,0,full,0.8411517902106774,64,adamw,0.0005,0.0001,0.0
2026-05-20T15:41:14,20260520_153917,5,1,1,full,0.8368008892250022,128,adam,0.001,0.0001,0.0
2026-05-20T15:41:14,20260520_153917,5,1,2,full,0.8034867586413059,64,radam,0.0005,0.0,0.0
2026-05-20T15:41:14,20260520_153917,5,1,3,full,0.8193735259402544,64,lion,0.005,0.0,0.0
2026-05-20T15:41:35,20260520_153917,9,1,0,full,0.8750644139736102,128,lion,0.001,0.001,0.0
2026-05-20T15:41:35,20260520_153917,9,1,1,full,0.8538232761296133,128,adam,0.001,0.001,0.0
2026-05-20T15:41:35,20260520_153917,9,1,2,full,0.868592092778693,64,adamw,0.005,0.001,0.0
2026-05-20T15:41:35,20260520_153917,9,1,3,full,0.8602561527504377,128,lion,0.003,1e-05,0.0
2026-05-20T15:42:22,20260520_153917,1,1,0,full,0.8320161199887572,128,adam,0.005,0.0,0.0
2026-05-20T15:42:22,20260520_153917,1,1,1,full,0.8471378532917708,64,radam,0.0005,0.001,0.0
2026-05-20T15:42:22,20260520_153917,1,1,2,full,0.8620579867867864,64,lion,0.003,0.0,0.0
2026-05-20T15:42:22,20260520_153917,1,1,3,full,0.8237443971066465,64,sgd,0.001,1e-05,0.9
2026-05-20T15:42:28,20260520_153917,4,1,0,full,0.8285379541560426,128,radam,0.01,0.0,0.0
2026-05-20T15:42:28,20260520_153917,4,1,1,full,0.7951924697115416,64,adamw,0.003,0.001,0.0
2026-05-20T15:42:28,20260520_153917,4,1,2,full,0.8065103612658912,64,adam,0.005,1e-05,0.0
2026-05-20T15:42:28,20260520_153917,4,1,3,full,0.813191358178103,128,adam,0.003,0.001,0.0
2026-05-20T15:42:31,20260520_153917,5,2,0,full,0.8411517902106774,64,adamw,0.0005,0.0001,0.0
2026-05-20T15:42:31,20260520_153917,5,2,1,full,0.8368008892250022,128,adam,0.001,0.0001,0.0
2026-05-20T15:42:31,20260520_153917,5,2,2,full,0.8034867586413059,64,radam,0.0005,0.0,0.0
2026-05-20T15:42:31,20260520_153917,5,2,3,full,0.8193735259402544,64,lion,0.005,0.0,0.0
2026-05-20T15:42:36,20260520_153917,6,2,0,full,0.8081548734149938,128,adamw,0.001,0.001,0.0
2026-05-20T15:42:36,20260520_153917,6,2,1,full,0.7852161210313194,128,adamw,0.005,0.0,0.0
2026-05-20T15:42:36,20260520_153917,6,2,2,full,0.8008543711331773,128,radam,0.01,1e-05,0.0
2026-05-20T15:42:36,20260520_153917,6,2,3,full,0.7977287713215027,128,radam,0.01,0.0001,0.0
2026-05-20T15:43:00,20260520_153917,7,1,0,full,0.7968816557876972,128,radam,0.01,1e-05,0.0
2026-05-20T15:43:00,20260520_153917,7,1,1,full,0.8050307844285349,64,sgd,0.003,0.0,0.95
2026-05-20T15:43:00,20260520_153917,7,1,2,full,0.8104343886181351,64,adam,0.0005,0.0,0.0
2026-05-20T15:43:00,20260520_153917,7,1,3,full,0.6576292619334857,64,sgd,0.0005,0.001,0.5
2026-05-20T15:43:08,20260520_153917,4,2,0,full,0.8285379541560426,128,radam,0.01,0.0,0.0
2026-05-20T15:43:08,20260520_153917,4,2,1,full,0.7951924697115416,64,adamw,0.003,0.001,0.0
